id,Gender,Age,Travel Category,Travel Class,Distance Travelled,Departure/Arrival Rating,Booking Ease,Boarding Point,Food,Seat Comfort,Entertainment,Leg Room,Luggage Handling,Cleanliness,Departure Delay (min),Arrival Delay (min),Satisfaction
50300,Female,38,Official,Business,2841,2,5,,1,3,3,,3,3,0,13,dissatisfied
89415,Female,70,Official,Economy,121,1,1,1,2,3,3,,3,4,15,19,dissatisfied
48442,Female,42,Official,Economy,0,3,3,2,4,4,4,,1,4,8,13,dissatisfied
85237,Male,25,Official,Economy,787,,2,,3,,3,1,1,3,47,42,dissatisfied
124831,Male,58,Personal Travel,Economy,252,4,2,3,1,1,1,1,4,1,0,20,dissatisfied
29162,Female,17,Official,Premium,0,4,4,4,5,5,5,2,5,5,0,2,satisfied
40660,Female,41,Official,Business,531,3,5,3,4,4,2,2,2,3,0,0,satisfied
125879,Female,61,Official,Business,533,5,5,5,2,1,2,2,2,1,15,5,dissatisfied
111112,Female,56,Personal Travel,Premium,287,5,4,,4,3,4,4,4,3,137,151,dissatisfied
115661,Male,49,Official,Business,3153,5,,5,4,4,5,4,5,4,0,0,satisfied
56262,Male,37,Official,Economy,364,4,4,3,1,1,1,4,4,1,0,0,dissatisfied
84102,Male,67,Personal Travel,Premium,0,5,3,2,4,4,4,,5,4,1,0,dissatisfied
112057,Female,54,Official,,1579,4,4,4,4,5,5,5,5,3,18,0,satisfied
127111,Male,52,Personal Travel,Economy,304,5,2,1,5,4,5,4,4,5,0,0,dissatisfied
22418,Female,20,Official,Business,3219,2,2,2,4,4,4,4,1,4,0,5,dissatisfied
118156,Male,49,Official,Business,1300,3,3,3,5,4,4,4,4,4,6,2,satisfied
82999,Male,46,Official,Economy,885,3,3,3,3,3,3,4,4,3,0,1,dissatisfied
71944,Female,36,Official,Business,0,4,4,4,4,4,2,2,2,4,0,0,satisfied
4084,Male,40,Official,Business,3499,4,4,,4,4,2,2,2,2,0,21,dissatisfied
23779,Female,39,Official,Business,2336,2,2,2,3,,4,4,4,3,0,29,satisfied
47948,Male,51,Personal Travel,Economy,296,4,2,5,3,3,3,4,5,3,1,13,dissatisfied
128631,Female,14,Personal Travel,Economy,859,5,2,3,4,4,4,1,2,4,39,28,dissatisfied
87284,Male,35,Official,Business,2402,2,2,2,,3,4,4,4,5,7,2,satisfied
2536,Female,40,Official,Business,0,2,2,4,2,1,,4,4,2,22,22,dissatisfied
98597,Female,54,Official,Business,2892,1,1,1,5,4,4,4,4,5,0,6,satisfied
1505,Male,64,Personal Travel,,663,1,,3,3,3,3,,3,3,0,0,dissatisfied
83947,Female,53,Official,Business,336,3,1,3,2,5,4,,4,5,0,1,satisfied
95329,Female,38,Personal Travel,Economy,215,5,0,1,2,2,2,4,,2,0,0,dissatisfied
79515,Male,29,Official,Business,2822,4,,2,4,4,4,2,,4,9,0,satisfied
90259,Female,34,Official,Business,791,2,2,1,3,4,3,4,5,3,0,0,dissatisfied
20116,Male,40,Official,Business,2178,4,4,4,3,4,,2,,4,0,3,dissatisfied
107465,Male,48,Official,,3459,2,,2,4,4,5,5,5,5,6,0,satisfied
83720,Female,40,Personal Travel,Premium,519,,2,4,1,1,1,5,4,1,0,0,dissatisfied
6208,Male,34,Official,Business,416,1,,1,5,3,5,3,5,5,0,0,dissatisfied
54908,Male,42,Official,Business,3035,4,5,5,3,5,,4,4,5,0,0,satisfied
91272,Female,13,Personal Travel,Economy,243,0,3,5,3,3,3,5,4,3,0,8,dissatisfied
123597,Female,17,Personal Travel,Economy,1596,3,1,4,5,5,5,5,4,5,0,34,dissatisfied
115235,Female,38,Official,Business,1429,1,1,1,2,,4,4,4,4,17,12,dissatisfied
27962,Male,31,Personal Travel,Economy,1687,4,3,2,5,1,,3,1,5,30,29,dissatisfied
56146,Male,37,Official,,1260,4,4,4,1,4,1,1,1,2,9,0,dissatisfied
126486,Female,75,Official,Economy,314,0,3,1,4,4,4,5,5,4,0,0,dissatisfied
74484,Female,40,Official,Business,3258,,5,5,2,5,4,4,4,3,0,0,satisfied
59211,Female,67,Personal Travel,Economy,1296,4,1,3,5,4,,1,5,4,1,3,dissatisfied
7556,Female,57,Official,,185,1,1,1,3,3,2,4,4,3,57,138,dissatisfied
80136,Male,24,Official,Economy,1017,4,4,1,4,3,5,,,3,0,7,satisfied
123317,Female,55,Official,Business,2642,3,1,1,2,5,2,2,2,4,0,0,satisfied
47526,Male,68,Personal Travel,Economy,479,5,2,1,1,1,1,3,5,1,0,0,dissatisfied
27584,Male,51,Personal Travel,Economy,611,4,,,3,,3,4,4,3,0,12,dissatisfied
118653,Male,24,Official,Economy,586,2,,4,,3,3,3,4,3,22,42,dissatisfied
48712,Female,56,Official,,188,4,4,4,4,,4,4,5,4,0,0,satisfied
105639,Male,55,Official,,708,5,5,5,5,5,5,5,5,4,24,21,satisfied
47974,Female,40,Personal Travel,Economy,371,,2,2,5,5,5,5,5,5,15,16,dissatisfied
70207,Male,60,Personal Travel,Economy,232,1,2,3,1,1,1,3,3,1,0,0,dissatisfied
87113,Female,48,Personal Travel,Economy,535,2,4,4,4,,1,4,1,4,0,0,dissatisfied
46050,Female,13,Personal Travel,Economy,896,,1,3,2,2,2,3,5,2,0,0,dissatisfied
77029,Female,52,Official,Economy,331,3,3,3,,2,5,5,5,1,0,0,satisfied
110705,Female,36,Official,Premium,545,3,3,3,,3,3,4,4,3,22,16,dissatisfied
79662,Male,52,Personal Travel,Economy,641,4,5,4,1,1,1,4,2,1,0,0,satisfied
58645,Female,65,Official,Business,780,2,2,2,1,3,3,3,3,2,7,24,dissatisfied
21494,Female,70,Personal Travel,Economy,275,,2,5,1,1,1,2,1,5,5,0,dissatisfied
50557,Male,41,Personal Travel,Economy,174,4,2,3,2,2,,3,4,2,0,0,dissatisfied
95909,Male,27,Official,Premium,522,5,5,5,4,4,4,3,3,4,12,1,satisfied
70110,Male,25,Official,Economy,414,4,4,4,3,2,3,5,3,3,7,0,dissatisfied
36777,Female,35,Official,Business,2329,2,2,2,3,3,3,,2,3,1,1,dissatisfied
95141,Female,58,Personal Travel,Economy,170,4,2,,3,,,2,2,2,0,0,dissatisfied
79205,Female,28,Official,Business,1791,3,3,3,4,,4,3,4,4,0,0,satisfied
30912,Male,17,Official,Business,806,1,1,1,4,4,4,2,4,4,0,2,satisfied
78143,Male,56,Official,Business,0,0,0,1,4,4,1,1,1,5,0,0,satisfied
89442,Male,33,Personal Travel,Economy,121,4,1,4,4,3,4,3,4,4,1,0,dissatisfied
86073,Female,50,Personal Travel,Premium,475,1,2,2,5,,3,2,3,4,0,0,dissatisfied
100149,Female,23,Official,Economy,421,3,,3,4,4,4,2,4,4,37,35,dissatisfied
14438,Male,24,Official,Economy,607,4,4,3,5,,5,2,1,5,21,5,dissatisfied
68495,Female,26,Personal Travel,Economy,0,5,2,3,5,5,5,3,5,5,0,0,dissatisfied
126368,Female,8,Personal Travel,Economy,568,1,2,4,,3,3,4,,3,3,1,dissatisfied
48348,Female,28,Official,Business,470,3,3,3,2,,2,1,3,2,0,3,dissatisfied
64697,Female,22,Official,Business,171,0,5,4,3,,3,4,,3,0,0,satisfied
2316,Male,35,Personal Travel,Economy,0,2,2,,2,2,2,3,2,2,0,6,dissatisfied
114582,Female,40,Official,Business,0,5,5,5,4,5,5,,5,4,13,6,satisfied
108671,Female,54,Personal Travel,Economy,436,0,4,4,5,5,4,4,,4,0,0,satisfied
27711,Male,39,Official,Business,1303,1,1,,4,3,2,2,2,2,5,0,dissatisfied
124155,Male,39,Official,Business,1920,,5,,2,2,2,5,4,2,0,0,satisfied
46827,Male,35,Official,Economy,698,3,3,3,4,4,4,4,1,4,5,2,satisfied
12443,Female,26,Personal Travel,Economy,181,4,1,,4,4,4,3,2,4,17,11,dissatisfied
117512,Female,20,Official,Premium,456,1,2,4,2,4,2,,,4,177,184,dissatisfied
75923,Female,44,Official,Business,1404,1,3,1,2,4,5,5,5,4,0,0,satisfied
80203,Male,68,Personal Travel,Economy,2327,4,2,2,2,4,5,3,4,4,0,0,dissatisfied
23952,Female,54,Official,Economy,842,5,5,5,,3,2,2,2,2,8,0,dissatisfied
87955,Male,28,Official,Business,523,2,2,2,2,2,2,3,4,2,18,7,satisfied
77899,Female,58,Official,Business,1624,3,3,3,3,4,2,2,2,5,0,0,satisfied
76815,Male,57,Official,Business,3234,2,2,2,2,5,5,5,5,5,0,0,satisfied
19591,Female,64,Personal Travel,Economy,156,4,3,1,4,5,,3,1,5,26,17,dissatisfied
92830,Female,33,Personal Travel,Economy,1428,,4,4,3,2,3,,3,3,0,0,satisfied
79200,Male,57,Official,Business,1791,3,3,,2,5,1,2,1,4,30,49,satisfied
68319,Male,39,Official,Business,1949,,,,3,4,4,4,4,5,0,0,satisfied
82242,Female,30,Personal Travel,Economy,365,4,2,1,4,4,4,3,5,4,20,17,dissatisfied
92842,Male,19,Personal Travel,Economy,1428,4,3,1,4,,4,2,5,4,0,0,dissatisfied
20467,Male,14,Personal Travel,Economy,159,1,3,,2,2,2,5,3,2,22,19,dissatisfied
119234,Female,39,Personal Travel,Economy,261,4,2,2,2,2,2,2,4,2,0,0,dissatisfied
69040,Male,52,Official,Business,1250,5,4,5,5,5,5,,5,4,25,5,satisfied
13312,Male,77,Official,Economy,403,3,3,4,2,2,2,1,3,2,0,0,dissatisfied
63411,Male,69,Personal Travel,Economy,402,,3,1,,3,3,2,3,3,0,4,dissatisfied
44527,Male,47,Official,Economy,141,3,3,3,,2,2,,1,2,1,0,satisfied
123418,Female,38,Official,Economy,843,2,2,3,,4,4,4,2,4,6,30,dissatisfied
59530,Male,40,Official,Business,2805,1,1,1,4,3,1,1,1,1,2,0,dissatisfied
95170,Female,11,Personal Travel,Economy,215,2,4,3,5,5,5,1,4,5,22,18,dissatisfied
104030,Male,26,Official,Business,2845,4,4,4,5,5,5,4,4,5,0,0,satisfied
45148,Male,25,Official,Economy,157,4,1,,1,,1,3,1,1,59,60,dissatisfied
93538,Male,31,Personal Travel,Economy,1096,4,,5,3,3,3,2,5,3,0,0,dissatisfied
107005,Male,38,Official,Business,2267,4,4,4,5,4,5,,5,5,0,21,satisfied
15313,Male,42,Official,Economy,539,5,5,5,3,3,3,1,4,3,0,0,dissatisfied
37894,Male,27,Official,Business,0,3,3,3,,1,1,,4,1,55,38,dissatisfied
59025,Male,23,Official,Economy,1211,,3,2,3,3,3,4,4,3,1,0,dissatisfied
32785,Female,37,Official,Business,147,3,3,3,,2,4,4,4,5,0,0,satisfied
36616,Male,55,Official,Economy,909,2,2,2,2,2,2,2,2,2,50,53,dissatisfied
2146,Male,49,Personal Travel,Premium,364,,3,4,3,3,3,1,,3,0,0,dissatisfied
98717,Male,49,Official,Premium,533,4,2,4,4,4,4,,2,4,5,7,satisfied
52764,Female,39,Official,Business,1687,1,1,1,4,2,,5,5,3,41,26,satisfied
101914,Female,13,Personal Travel,Economy,1835,5,,4,5,,5,3,4,5,7,0,dissatisfied
74453,Male,23,Official,Business,1318,3,3,3,3,3,3,5,5,3,18,0,satisfied
57507,Female,32,Official,Business,212,3,3,4,2,3,2,4,4,2,11,79,dissatisfied
117660,Female,38,Official,Business,1304,4,4,4,2,5,5,5,5,4,30,9,satisfied
115073,Female,40,Official,Business,334,4,4,2,1,1,1,2,4,1,1,0,satisfied
109739,Female,14,Personal Travel,Economy,528,5,2,3,5,5,5,3,5,5,4,6,dissatisfied
35338,Male,57,Official,,909,4,4,4,4,4,4,2,4,4,0,0,dissatisfied
6588,Female,56,Personal Travel,Economy,475,5,2,5,5,4,3,2,3,3,102,109,dissatisfied
6537,Female,50,Official,Business,0,2,2,2,5,4,5,5,5,4,0,21,satisfied
111951,Male,40,Official,Economy,693,3,3,3,3,3,3,1,4,3,29,49,dissatisfied
30174,Male,62,Personal Travel,Economy,485,5,2,,3,3,3,2,5,3,0,0,dissatisfied
79957,Female,43,Official,Economy,490,,,2,3,,5,5,5,5,0,0,satisfied
24614,Female,23,Official,Business,3177,5,5,5,3,3,3,3,4,3,0,7,dissatisfied
35024,Male,35,Personal Travel,Economy,666,4,3,4,3,3,3,4,4,3,0,0,dissatisfied
124459,Female,44,Official,Business,882,,4,4,1,4,2,,2,3,0,0,dissatisfied
103462,Male,32,Personal Travel,Economy,354,,1,4,5,5,5,5,5,5,35,32,dissatisfied
41741,Male,15,Personal Travel,Economy,626,4,3,3,,3,3,3,5,3,0,9,dissatisfied
50974,Female,31,Personal Travel,Economy,121,0,0,4,2,2,2,,,2,0,0,dissatisfied
42524,Male,41,Official,Business,2008,1,1,1,4,2,4,4,4,2,5,1,satisfied
60850,Male,17,Personal Travel,,1579,3,1,2,4,4,4,3,2,4,64,85,dissatisfied
116723,Female,30,Official,Premium,401,1,,4,2,2,2,2,3,2,71,78,dissatisfied
104376,Female,39,Official,Economy,205,,2,2,3,3,,3,4,3,22,43,dissatisfied
49548,Female,46,Official,Business,3362,4,,4,3,1,5,5,5,4,0,0,satisfied
12755,Female,22,Personal Travel,Economy,620,3,4,4,4,2,4,3,3,4,0,5,dissatisfied
84852,Female,39,Official,Business,104,1,1,1,1,3,3,3,4,3,0,0,dissatisfied
32928,Female,43,Personal Travel,Economy,147,5,2,2,2,5,3,2,3,3,0,0,dissatisfied
1808,Female,41,Official,Business,2190,2,2,2,2,5,3,4,3,3,0,0,satisfied
10553,Female,48,Official,Business,1546,4,4,4,4,4,4,4,4,5,0,0,satisfied
63979,Female,10,Personal Travel,Premium,0,,,1,5,5,5,5,,5,6,17,dissatisfied
61552,Female,60,Official,Business,2028,2,2,2,3,4,4,4,4,4,1,0,satisfied
54792,Male,44,Personal Travel,Business,776,5,2,3,2,,3,2,,5,9,0,dissatisfied
102012,Male,60,Official,Business,0,3,3,,,4,,,5,4,29,22,satisfied
31223,Female,60,Personal Travel,Economy,565,5,2,4,3,4,3,,3,4,7,6,dissatisfied
115090,Female,47,Official,Business,401,3,3,5,4,4,4,,5,4,14,6,dissatisfied
29215,Male,24,Official,Business,3085,3,3,3,5,5,5,4,4,5,0,0,satisfied
17202,Female,28,Official,Business,2311,1,1,1,4,4,4,5,5,4,0,0,satisfied
58952,Female,30,Personal Travel,Premium,0,5,3,4,2,5,2,5,4,2,10,0,dissatisfied
51675,Female,23,Official,Economy,458,4,4,4,5,,5,5,3,5,41,29,dissatisfied
88953,Female,49,Official,Business,0,1,,1,2,5,5,5,5,3,0,21,satisfied
67972,Female,34,Official,Premium,1112,3,3,3,2,2,2,3,3,2,1,9,dissatisfied
51010,Male,61,Personal Travel,Economy,98,5,2,3,4,4,,,4,4,11,9,dissatisfied
51337,Male,37,Official,Premium,0,5,5,5,4,4,4,2,5,4,0,0,satisfied
100243,Female,52,Official,Business,0,3,3,3,4,4,5,5,5,5,0,0,satisfied
53840,Male,39,Official,Economy,172,4,1,4,3,3,3,,5,3,0,31,dissatisfied
80023,Female,35,Personal Travel,Economy,962,1,,4,4,1,4,1,3,4,4,0,dissatisfied
98651,Female,29,Official,Economy,828,,3,4,5,5,5,2,4,5,12,3,dissatisfied
10703,Female,54,Official,Business,1906,3,2,,2,5,4,4,4,4,29,30,satisfied
2533,Female,51,Official,Business,274,2,2,2,4,5,5,4,5,3,0,0,satisfied
315,Female,25,Official,Business,0,1,1,1,5,,,,5,5,2,3,satisfied
27739,Male,27,Official,Economy,1335,2,2,2,1,,1,5,4,1,10,0,dissatisfied
92509,Female,42,Personal Travel,,0,5,4,2,2,5,2,,2,2,0,0,satisfied
58504,Male,29,Official,Business,647,2,,2,,2,1,3,3,2,129,158,dissatisfied
101329,Female,60,Official,Business,1883,4,4,4,2,4,4,4,4,4,0,0,satisfied
60556,Male,47,Official,Premium,577,5,,5,1,,1,3,4,1,0,0,dissatisfied
111267,Female,34,Official,Business,413,4,,4,2,4,5,5,5,4,0,0,satisfied
1740,Female,66,Personal Travel,Economy,328,1,4,1,3,2,3,4,3,2,15,15,dissatisfied
16133,Male,53,Personal Travel,Economy,653,2,2,3,1,1,1,3,4,1,0,4,dissatisfied
47271,Male,58,Official,Economy,529,5,5,5,4,4,4,5,4,4,4,0,satisfied
87200,Female,42,Official,Economy,851,4,2,2,4,,3,3,3,3,0,0,dissatisfied
102885,Male,42,Personal Travel,Premium,425,2,3,3,2,2,2,4,3,2,39,43,dissatisfied
32432,Female,41,Official,Economy,147,4,5,,1,1,1,4,4,1,12,12,dissatisfied
61240,Female,17,Official,Economy,870,2,2,3,,5,5,1,4,5,0,0,dissatisfied
126428,Male,37,Official,Premium,421,1,1,1,5,5,5,3,3,5,0,0,satisfied
79123,Male,9,Personal Travel,Economy,320,5,,1,4,4,4,,5,4,0,0,dissatisfied
9771,Male,33,Official,Business,345,1,1,1,4,4,4,5,3,4,49,23,dissatisfied
75254,Female,68,Personal Travel,Economy,1570,5,3,4,4,4,5,3,5,3,0,0,dissatisfied
125964,Female,50,Official,Business,1667,,,5,,4,4,,4,3,0,7,satisfied
124027,Female,24,Personal Travel,Economy,0,4,5,,1,1,1,,4,1,0,0,satisfied
14227,Male,38,Official,Premium,643,,4,4,5,5,5,4,5,5,45,21,satisfied
101569,Male,40,Personal Travel,Premium,311,5,4,4,5,2,5,5,4,5,19,11,dissatisfied
73297,Female,40,Official,Business,0,,2,2,5,5,4,4,4,4,0,0,satisfied
116763,Male,28,Personal Travel,,293,4,4,3,4,4,4,,2,4,1,0,dissatisfied
38113,Female,62,Official,Economy,1113,4,4,4,,3,3,3,3,4,18,0,dissatisfied
37214,Male,45,Official,Business,855,1,1,1,,5,3,3,3,3,0,0,satisfied
51726,Male,68,Personal Travel,Economy,333,,4,2,2,2,2,5,3,2,21,18,satisfied
27772,Male,37,Official,Business,1563,3,1,3,4,4,2,2,2,1,0,0,satisfied
73817,Female,58,Official,Business,1862,4,0,1,3,5,2,4,,4,0,0,satisfied
3896,Male,45,Official,Business,192,2,,2,3,4,4,4,5,5,0,0,satisfied
18523,Male,50,Official,Business,1877,2,2,2,5,4,,5,,1,63,65,satisfied
122889,Female,58,Official,Business,203,4,4,4,4,5,5,,5,4,0,0,satisfied
73630,Female,24,Official,,173,1,1,4,1,5,1,3,4,5,160,175,dissatisfied
95665,Male,27,Personal Travel,Premium,835,4,3,1,5,2,5,2,4,5,21,24,dissatisfied
124579,Male,55,Official,,450,3,3,3,4,4,4,4,4,4,0,0,satisfied
87125,Male,63,Personal Travel,Economy,535,2,,4,5,5,5,3,4,5,13,3,dissatisfied
52041,Male,63,Personal Travel,Premium,0,1,3,4,1,1,1,1,4,1,0,0,dissatisfied
123643,Female,61,Official,,193,,1,5,4,4,4,2,5,4,0,0,dissatisfied
106186,Female,57,Personal Travel,Economy,0,,4,3,3,3,5,4,5,4,1,4,dissatisfied
25326,Male,18,Official,Business,0,5,5,5,3,,3,3,1,3,0,0,satisfied
118294,Female,9,Official,Economy,575,,,4,1,1,1,4,3,1,1,0,dissatisfied
120118,Female,41,Personal Travel,Economy,1418,3,3,3,1,1,1,,2,1,0,0,dissatisfied
102470,Male,46,Personal Travel,Economy,212,4,2,4,1,,1,5,4,1,0,1,dissatisfied
129511,Female,67,Personal Travel,,1570,5,1,2,4,4,,1,,4,0,0,dissatisfied
42942,Male,23,Official,Business,212,5,4,4,1,1,1,5,5,1,0,0,satisfied
79690,Male,69,Personal Travel,Economy,686,4,2,4,1,1,1,3,3,1,22,27,dissatisfied
5320,Female,8,Personal Travel,Premium,257,4,3,4,1,1,1,1,,1,0,0,dissatisfied
13038,Male,15,Personal Travel,Economy,337,0,3,3,4,1,4,2,5,4,0,0,dissatisfied
107207,Female,62,Personal Travel,,362,5,1,2,2,5,5,1,5,4,34,17,dissatisfied
107741,Male,24,Personal Travel,Economy,226,3,3,,3,3,3,4,3,3,12,7,dissatisfied
124848,Male,22,Personal Travel,Economy,252,5,5,,3,3,3,5,5,3,3,0,dissatisfied
89133,Female,40,Official,Business,1703,4,4,1,4,3,4,2,4,4,4,0,dissatisfied
63235,Female,37,Official,Business,303,3,3,3,2,2,,3,4,2,0,0,dissatisfied
11820,Female,21,Official,Economy,982,5,5,3,2,2,2,3,4,2,5,0,satisfied
114803,Male,49,Official,Business,335,1,,1,5,4,5,5,5,5,12,8,satisfied
8183,Male,36,Official,Economy,265,1,1,1,3,3,3,3,3,3,0,0,dissatisfied
112246,Female,34,Official,Business,0,4,4,4,3,4,5,5,5,4,41,48,satisfied
68902,Female,54,Personal Travel,Economy,842,5,4,1,3,,3,4,,5,58,42,satisfied
115369,Female,52,Official,Business,3464,2,,2,,,3,2,,4,34,23,dissatisfied
13539,Female,44,Official,Business,2580,4,4,4,2,4,3,3,3,3,40,56,dissatisfied
78434,Male,49,Official,Business,599,3,3,4,5,5,5,4,5,5,0,15,dissatisfied
80591,Female,55,Personal Travel,Economy,1572,5,5,2,5,,1,5,4,4,33,3,satisfied
103859,Female,56,Personal Travel,Economy,943,4,3,3,4,4,5,3,5,3,20,14,satisfied
123343,Female,37,Personal Travel,Premium,585,2,,3,5,5,5,,3,5,0,0,dissatisfied
59266,Male,30,Official,Economy,4467,1,1,1,1,1,2,4,,1,0,0,dissatisfied
126214,Male,58,Official,Business,585,5,,5,3,4,4,4,4,3,0,1,satisfied
78766,Female,39,Official,Business,1642,5,5,5,,3,2,2,2,3,0,0,dissatisfied
113120,Male,10,Personal Travel,Economy,0,,5,3,1,1,1,,4,1,0,0,dissatisfied
55555,Female,48,Personal Travel,Economy,495,,4,3,5,3,4,4,4,2,0,0,dissatisfied
6607,Male,17,Personal Travel,Economy,475,5,,1,5,5,5,4,5,5,0,0,dissatisfied
10641,Female,27,Official,Economy,465,,,3,2,1,2,4,,2,0,0,dissatisfied
85396,Female,21,Official,Business,299,,4,5,1,1,1,,5,1,0,0,satisfied
69502,Male,11,Personal Travel,Premium,986,,4,4,5,5,5,3,,5,0,0,dissatisfied
109278,Male,26,Official,Business,0,1,1,4,1,1,1,2,4,1,29,31,dissatisfied
90537,Male,60,Official,Business,3552,0,0,3,2,5,1,1,1,5,44,58,satisfied
94662,Male,42,Official,Business,0,3,3,3,3,3,4,3,4,3,4,10,dissatisfied
107061,Female,7,Personal Travel,Economy,356,0,1,4,5,5,5,4,5,5,38,32,dissatisfied
68538,Male,25,Official,Economy,912,2,2,3,2,,2,3,,2,0,,dissatisfied
75195,Male,8,Official,Business,1551,0,3,2,2,2,2,2,3,2,15,0,dissatisfied
28419,Male,36,Official,Business,1259,4,4,4,2,4,2,2,2,5,0,0,satisfied
93522,Female,50,Official,Business,1779,3,,3,5,4,2,2,2,5,0,0,satisfied
103934,Female,29,Official,Business,480,2,,2,4,4,4,,5,4,1,12,satisfied
83147,Male,41,Personal Travel,Economy,861,1,3,3,3,3,3,3,4,3,0,0,dissatisfied
129769,Male,7,Personal Travel,Economy,277,3,1,3,2,2,2,5,4,2,0,0,dissatisfied
94603,Female,22,Official,Economy,223,0,1,3,2,2,2,4,4,2,11,4,dissatisfied
129495,Female,12,Personal Travel,Business,1570,,1,2,1,1,1,4,4,1,0,0,dissatisfied
76852,Female,50,Official,Business,3309,4,2,4,2,1,4,4,4,4,23,25,satisfied
38094,Male,21,Official,Business,1633,5,5,5,4,4,4,4,4,4,0,0,dissatisfied
122717,Male,27,Official,Business,2316,3,3,3,4,4,4,5,5,4,0,0,satisfied
42687,Male,49,Official,Economy,564,2,2,2,2,2,2,5,4,2,0,0,dissatisfied
109077,Female,45,Personal Travel,Economy,764,3,2,3,1,1,3,2,3,3,0,0,dissatisfied
51578,Female,62,Official,Business,3290,0,0,1,1,2,1,1,1,1,0,0,satisfied
55960,Male,22,Official,Economy,1139,0,0,3,3,3,3,4,5,3,23,0,dissatisfied
99744,Female,35,Official,Business,1984,5,5,5,5,4,3,3,3,1,14,12,dissatisfied
111373,Male,37,Official,Business,1056,1,1,1,5,5,5,2,5,5,0,0,dissatisfied
38550,Female,39,Official,Business,0,1,1,1,,,,2,2,1,12,26,dissatisfied
53483,Male,29,Official,Economy,685,3,3,,3,1,1,3,4,1,58,72,dissatisfied
18654,Male,54,Personal Travel,Economy,228,4,3,1,4,4,4,2,3,4,0,0,dissatisfied
110311,Male,22,Official,Economy,0,,2,4,3,,3,2,4,3,0,0,dissatisfied
75601,Male,8,Personal Travel,Economy,303,3,1,,3,3,3,3,1,3,16,10,dissatisfied
68293,Female,35,Official,Business,1617,5,5,,3,3,3,3,3,4,10,15,dissatisfied
112215,Female,25,Official,Business,1079,0,,3,3,3,3,,4,3,0,0,dissatisfied
68371,Male,61,Personal Travel,Business,941,4,1,1,5,4,3,1,3,3,0,0,dissatisfied
9652,Male,52,Official,Business,3582,4,0,2,5,4,4,4,4,5,0,0,satisfied
76055,Female,50,Official,Business,602,5,5,5,,5,4,4,4,4,0,29,satisfied
46554,Male,27,Official,Economy,113,5,1,3,4,5,,2,4,4,0,0,dissatisfied
86733,Male,9,Personal Travel,Economy,1572,0,1,4,5,5,5,4,5,5,0,0,dissatisfied
3287,Male,57,Personal Travel,Economy,431,2,,3,5,5,5,3,3,5,0,14,dissatisfied
80383,Female,20,Official,Economy,331,4,2,3,2,2,2,3,4,2,7,0,dissatisfied
44628,Male,46,Official,Business,60,,1,1,2,4,4,4,5,5,0,9,satisfied
55848,Female,9,Personal Travel,Economy,1274,5,2,4,2,1,2,1,4,2,0,0,dissatisfied
65075,Female,50,Personal Travel,Economy,171,5,2,2,3,5,2,2,2,4,3,0,dissatisfied
77144,Female,29,Official,Business,1679,3,5,3,4,4,4,3,4,4,9,0,satisfied
62436,Female,44,Official,Business,1749,3,3,3,5,5,5,5,5,4,59,62,satisfied
100277,Female,29,Official,Business,3273,4,4,4,4,4,4,2,5,4,0,1,satisfied
119610,Female,43,Personal Travel,Economy,1781,1,,4,2,3,3,1,,4,96,112,dissatisfied
94571,Male,33,Official,Business,170,1,,1,3,3,3,2,2,3,49,49,dissatisfied
93567,Female,21,Official,Economy,143,0,1,,,4,4,4,5,4,4,0,dissatisfied
120171,Male,53,Official,Economy,302,5,5,,2,,2,2,4,2,0,0,dissatisfied
123114,Male,26,Official,Economy,0,3,,3,4,4,4,3,3,4,0,0,dissatisfied
119947,Female,26,Official,Economy,908,4,4,4,,3,2,1,4,2,0,0,dissatisfied
121230,Male,55,Official,Business,1868,5,3,5,3,4,4,4,4,4,0,0,satisfied
3466,Male,18,Personal Travel,Premium,192,3,1,5,4,4,4,3,2,4,11,28,dissatisfied
1882,Male,7,Personal Travel,Economy,838,4,2,1,,,4,3,4,4,1,7,dissatisfied
57798,Male,54,Official,Business,3520,3,3,3,2,,4,,4,4,0,0,satisfied
93048,Female,16,Personal Travel,Economy,0,4,4,3,5,5,5,,3,5,0,0,dissatisfied
15909,Male,52,Official,Economy,664,5,5,3,1,1,1,,2,1,0,22,satisfied
11137,Male,40,Personal Travel,Economy,281,5,2,2,5,5,5,5,4,5,1,0,dissatisfied
9019,Female,45,Official,Business,2461,4,4,4,3,5,5,5,4,3,6,8,satisfied
34234,Female,27,Official,,1061,2,2,2,2,2,2,5,4,2,17,20,dissatisfied
41843,Female,28,Personal Travel,Economy,416,1,1,3,3,3,3,2,2,3,0,2,dissatisfied
32550,Male,39,Official,Economy,147,0,2,3,5,5,5,5,2,5,4,7,dissatisfied
49627,Female,50,Official,Economy,0,0,3,1,5,5,5,2,3,5,0,4,dissatisfied
115539,Female,42,Official,Economy,293,,1,2,5,5,5,1,2,5,0,0,dissatisfied
125585,Male,28,Official,,1428,3,,3,5,5,5,4,4,5,0,6,satisfied
11307,Female,52,Personal Travel,Economy,284,2,3,4,4,,1,3,,2,0,0,dissatisfied
58230,Male,66,Personal Travel,Economy,833,4,3,3,2,2,,,4,2,11,27,dissatisfied
22662,Male,59,Official,Business,1809,4,4,4,4,5,4,4,4,3,0,4,satisfied
